PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
902125080,50,RM,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,0.0,0.0,840.0,840.0,GasA,Gd,N,SBrkr,840,765,0,1605,0.0,0.0,2,0,3,2,TA,8,Typ,0,1.0,379.0,Y,0,0,202,0,0,0,0,5,2010,WD ,Normal,107400
902125160,30,RM,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,0.0,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,TA,4,Typ,0,1.0,220.0,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,80000
902128170,30,RM,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,510.0,0.0,278.0,788.0,GasA,TA,Y,SBrkr,804,0,0,804,1.0,0.0,1,0,2,1,Gd,4,Typ,2,1.0,240.0,Y,0,0,154,0,0,0,0,2,2010,WD ,Abnorml,119000
902206040,50,RM,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,234.0,692.0,0.0,926.0,GasA,TA,Y,SBrkr,926,0,390,1316,1.0,0.0,1,0,3,1,TA,6,Typ,0,2.0,484.0,Y,0,0,0,0,0,0,0,4,2010,WD ,Normal,130000
902206130,45,RM,6900,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,0.0,0.0,827.0,827.0,GasA,Gd,Y,SBrkr,827,424,0,1251,0.0,0.0,1,0,3,1,Fa,6,Typ,0,1.0,240.0,N,0,0,0,0,0,0,0,1,2010,WD ,Normal,119000
902206220,50,RM,11851,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,780.0,0.0,247.0,1027.0,GasA,Ex,Y,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,Gd,7,Typ,1,1.0,240.0,Y,0,100,126,0,0,0,0,6,2010,WD ,Normal,129000
902206240,50,RM,8239,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,176.0,0.0,832.0,1008.0,GasA,TA,Y,SBrkr,1060,185,0,1245,0.0,0.0,1,0,3,1,TA,6,Typ,0,1.0,315.0,Y,0,0,334,0,0,0,0,3,2010,WD ,Normal,100000
902207130,30,RM,9656,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,TA,Fa,BrkTil,0.0,0.0,678.0,678.0,GasA,TA,N,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,TA,5,Typ,1,2.0,780.0,N,0,0,0,0,0,0,0,6,2010,WD ,Abnorml,12789
902207140,30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,0.0,0.0,624.0,624.0,GasA,Gd,Y,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,TA,5,Typ,0,2.0,484.0,Y,106,0,0,0,0,0,0,5,2010,WD ,Normal,105900
902305110,70,RM,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,0.0,0.0,930.0,930.0,GasW,TA,N,SBrkr,930,636,0,1566,0.0,0.0,2,0,3,1,Gd,7,Typ,0,1.0,288.0,Y,54,228,246,0,0,0,0,4,2010,WD ,Abnorml,150000
902327040,50,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,686.0,0.0,0.0,686.0,GasA,TA,Y,SBrkr,966,686,0,1652,1.0,0.0,2,0,4,1,TA,7,Typ,0,1.0,416.0,Y,0,0,196,0,0,0,1200,6,2010,WD ,Normal,139000
902329030,70,RM,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,Stone,0.0,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,1157,1111,0,2268,0.0,0.0,3,0,3,1,Gd,7,Typ,0,2.0,624.0,N,0,108,0,0,0,0,0,4,2010,WD ,Normal,240000
902401060,190,RM,9045,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,BrkTil,0.0,0.0,840.0,840.0,Grav,Fa,N,FuseF,1128,1128,0,2256,0.0,0.0,2,0,4,2,Fa,12,Typ,0,0.0,0.0,N,0,18,18,0,0,0,0,6,2010,WD ,Abnorml,76500
902402010,20,RM,7407,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,600.0,0.0,312.0,912.0,GasA,TA,Y,FuseA,1236,0,0,1236,1.0,0.0,1,0,2,1,TA,6,Typ,0,2.0,923.0,Y,0,158,158,0,0,0,0,4,2010,WD ,Normal,149700
902402130,70,RM,7740,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,0.0,0.0,622.0,622.0,GasA,Gd,Y,SBrkr,741,622,0,1363,0.0,0.0,1,0,3,1,TA,6,Typ,0,2.0,528.0,Y,0,0,0,0,168,0,0,6,2010,WD ,Normal,125500
902402250,190,RM,11340,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,TA,TA,PConc,0.0,0.0,777.0,777.0,GasA,Gd,Y,SBrkr,1246,1044,0,2290,0.0,0.0,2,0,4,2,TA,11,Typ,0,2.0,560.0,N,0,0,114,0,0,0,0,4,2010,WD ,Normal,122500
902403070,70,RM,10560,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,283.0,0.0,455.0,738.0,GasA,Ex,Y,SBrkr,868,602,0,1470,0.0,0.0,1,1,2,1,TA,6,Min1,0,2.0,624.0,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,140750
903204040,50,RM,5830,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,788.0,0.0,200.0,988.0,GasA,Ex,Y,SBrkr,1030,582,0,1612,0.0,0.0,1,1,3,1,TA,7,Typ,0,1.0,363.0,Y,0,0,0,0,0,0,0,3,2010,WD ,Normal,128500
903206120,75,RL,7793,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922,2005,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,474.0,0.0,634.0,1108.0,GasA,TA,N,FuseA,1160,908,0,2068,0.0,0.0,1,1,3,1,Gd,8,Typ,1,1.0,315.0,Y,0,0,60,0,0,0,0,5,2010,WD ,Normal,209500
903225150,30,RM,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,188.0,0.0,577.0,765.0,GasA,TA,N,FuseF,765,0,0,765,1.0,0.0,1,0,2,1,Gd,4,Typ,0,1.0,200.0,P,135,0,41,0,0,0,0,4,2010,WD ,Normal,87000
903226160,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,452.0,12.0,144.0,608.0,GasA,TA,Y,SBrkr,608,524,0,1132,1.0,0.0,1,0,2,1,TA,5,Typ,0,1.0,240.0,Y,0,0,128,0,0,0,0,4,2010,WD ,Abnorml,134000
903227020,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,264.0,0.0,308.0,572.0,GasA,Ex,Y,FuseA,848,348,0,1196,0.0,1.0,1,1,3,1,TA,6,Typ,2,2.0,576.0,Y,0,0,0,0,0,0,0,3,2010,WD ,Normal,128000
903227150,50,RM,6360,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,360.0,159.0,316.0,835.0,GasA,TA,Y,FuseA,955,498,0,1453,0.0,0.0,1,1,3,1,Gd,7,Min2,2,1.0,240.0,Y,0,0,35,0,148,0,0,3,2010,WD ,Normal,132000
903228150,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,300.0,0.0,480.0,780.0,GasA,TA,Y,SBrkr,780,636,0,1416,0.0,0.0,1,1,3,1,TA,6,Typ,0,1.0,312.0,P,221,0,48,0,0,0,0,3,2010,WD ,Normal,139900
903232190,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,276.0,0.0,252.0,528.0,GasA,Gd,Y,SBrkr,548,492,0,1040,0.0,0.0,1,0,2,1,TA,5,Typ,0,2.0,624.0,P,306,0,32,0,0,0,0,5,2010,WD ,Normal,123900
903233120,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,448.0,0.0,480.0,928.0,GasA,TA,Y,FuseF,928,608,0,1536,0.0,0.0,2,0,4,1,TA,7,Typ,1,2.0,480.0,Y,0,10,0,0,0,0,0,3,2010,WD ,Normal,138400
903234050,30,RM,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,960.0,0.0,164.0,1124.0,GasA,TA,Y,SBrkr,1068,0,0,1068,1.0,0.0,1,0,2,1,TA,5,Typ,1,1.0,288.0,Y,0,0,128,0,0,0,0,3,2010,WD ,Normal,109500
903425110,70,RM,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,0.0,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,TA,9,Typ,0,2.0,480.0,Y,12,11,64,0,0,0,0,4,2010,WD ,Normal,140000
903426180,50,RM,8094,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,CBlock,0.0,0.0,888.0,888.0,GasA,Ex,Y,SBrkr,888,1074,0,1962,0.0,0.0,1,1,4,1,TA,9,Typ,1,2.0,572.0,Y,160,0,364,0,0,0,0,6,2010,WD ,Normal,149500
903426200,70,RM,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,PConc,0.0,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,780,780,0,1560,0.0,0.0,1,1,3,1,Gd,7,Typ,0,0.0,0.0,N,344,0,0,0,168,0,0,5,2010,WD ,Normal,159900
903430080,70,RM,3068,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,0.0,0.0,662.0,662.0,GasA,Ex,Y,SBrkr,662,662,0,1324,0.0,1.0,1,0,3,1,TA,6,Typ,0,1.0,180.0,Y,0,0,112,0,0,0,0,2,2010,WD ,Normal,122000
903450110,90,RM,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,104.0,712.0,0.0,816.0,GasA,TA,N,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,5,Typ,0,2.0,516.0,Y,106,0,0,0,0,0,0,5,2010,WD ,Normal,110000
903454060,190,RM,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,Fa,Fa,Slab,0.0,0.0,0.0,0.0,GasA,Fa,N,SBrkr,372,720,0,1092,0.0,0.0,2,0,3,2,Fa,7,Mod,0,0.0,0.0,N,0,0,0,0,0,0,3500,7,2010,WD ,Normal,55000
903476030,190,RM,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,0.0,0.0,360.0,360.0,GasA,Gd,Y,SBrkr,1032,780,0,1812,0.0,0.0,2,0,4,2,Gd,8,Typ,1,2.0,672.0,N,344,0,40,0,0,0,0,5,2010,WD ,Normal,140000
904100140,70,RL,24090,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,0.0,0.0,1032.0,1032.0,GasA,Ex,Y,SBrkr,1207,1196,0,2403,0.0,0.0,2,0,4,1,TA,10,Typ,2,1.0,349.0,Y,56,0,318,0,0,0,0,6,2010,COD,Normal,244400
904101110,20,RL,15263,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,766.0,0.0,656.0,1422.0,GasA,Gd,Y,SBrkr,1675,0,0,1675,0.0,0.0,2,0,3,1,TA,8,Typ,2,1.0,365.0,Y,0,132,0,0,0,0,0,5,2010,WD ,Normal,173000
904300150,50,RL,10632,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0.0,0.0,689.0,689.0,GasA,Gd,N,SBrkr,725,499,0,1224,0.0,0.0,1,1,3,1,Po,6,Mod,0,1.0,180.0,N,0,0,248,0,0,0,0,1,2010,COD,Normal,107500
904302260,190,RL,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,Fa,Fa,BrkTil,1026.0,0.0,186.0,1212.0,GasA,TA,N,SBrkr,1212,180,0,1392,1.0,0.0,1,0,3,1,TA,6,Typ,0,0.0,0.0,N,0,0,168,0,0,0,0,2,2010,ConLD,Normal,100000
904350045,50,RL,6001,Pave,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,368.0,0.0,232.0,600.0,GasA,Ex,N,SBrkr,600,319,0,919,0.0,0.0,1,0,3,1,TA,5,Typ,0,1.0,231.0,Y,0,0,45,0,0,0,0,3,2010,WD ,Normal,95000
904351040,70,C (all),6449,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,TA,TA,CBlock,73.0,0.0,634.0,707.0,GasW,TA,N,SBrkr,942,942,0,1884,0.0,0.0,1,1,4,1,TA,7,Typ,0,0.0,0.0,N,0,0,239,0,0,0,0,3,2010,WD ,Abnorml,93369
904352190,190,RH,6048,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,736.0,0.0,120.0,856.0,GasA,Gd,Y,SBrkr,936,744,0,1680,1.0,0.0,2,0,2,2,TA,7,Typ,1,2.0,450.0,P,56,144,0,0,0,0,0,6,2010,COD,Normal,114900
905101100,50,RL,6342,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,0.0,0.0,780.0,780.0,GasA,Gd,N,SBrkr,780,240,0,1020,0.0,0.0,1,0,2,1,TA,6,Typ,0,0.0,0.0,N,0,0,176,0,0,0,0,5,2010,WD ,Normal,94000
905101300,90,RL,10773,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,Fa,Fa,CBlock,704.0,0.0,1128.0,1832.0,GasA,TA,N,SBrkr,1832,0,0,1832,2.0,0.0,2,0,4,2,TA,8,Typ,0,0.0,0.0,Y,0,58,0,0,0,0,0,5,2010,WD ,Normal,136000
905101310,90,RL,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0.0,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,TA,8,Typ,0,0.0,0.0,Y,0,0,0,0,0,0,0,4,2010,WD ,Normal,136500
905102060,190,RL,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,TA,TA,PConc,841.0,0.0,198.0,1039.0,GasA,Ex,Y,SBrkr,1039,0,0,1039,1.0,0.0,1,1,3,1,TA,6,Typ,0,2.0,504.0,Y,0,0,0,0,0,0,0,4,2010,WD ,Normal,131500
905103060,20,RL,11341,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1302.0,0.0,90.0,1392.0,GasA,TA,Y,SBrkr,1392,0,0,1392,1.0,0.0,1,1,3,1,TA,5,Mod,1,2.0,528.0,Y,0,0,0,0,95,0,0,5,2010,WD ,Normal,121500
905104210,20,RL,8521,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,842.0,0.0,70.0,912.0,GasA,TA,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,TA,5,Typ,1,1.0,336.0,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,125000
905105070,20,RL,8246,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,188.0,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060,0,0,1060,1.0,0.0,1,0,3,1,Gd,6,Typ,1,1.0,270.0,Y,406,90,0,0,0,0,0,5,2010,WD ,Normal,154000
905105200,20,RL,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,240.0,474.0,150.0,864.0,GasA,Ex,Y,SBrkr,892,0,0,892,1.0,0.0,1,0,3,1,Gd,5,Typ,0,1.0,416.0,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,137900
905106140,60,RL,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,371.0,0.0,292.0,663.0,GasA,TA,Y,SBrkr,663,689,0,1352,0.0,0.0,1,1,4,1,TA,7,Typ,0,1.0,299.0,Y,379,36,0,0,0,0,0,3,2010,WD ,Normal,158000
905106170,20,RL,7832,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,775.0,0.0,89.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,4,Typ,0,1.0,280.0,Y,226,0,0,0,0,0,0,5,2010,WD ,Normal,137250
905107110,90,RL,7424,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1319.0,0.0,0.0,1319.0,GasA,TA,Y,SBrkr,1373,0,0,1373,1.0,0.0,1,0,3,1,TA,5,Typ,2,2.0,591.0,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,160250
905107250,60,RL,11227,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,267.0,453.0,0.0,720.0,GasA,Ex,Y,SBrkr,720,720,0,1440,0.0,0.0,1,1,4,1,TA,7,Typ,2,2.0,480.0,Y,192,38,0,0,0,0,0,3,2010,WD ,Normal,163000
905107320,60,RL,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,438.0,0.0,234.0,672.0,GasA,TA,Y,SBrkr,672,714,0,1386,0.0,0.0,2,1,3,1,TA,6,Typ,1,2.0,440.0,Y,335,0,0,0,0,0,0,4,2010,WD ,Abnorml,158900
905109130,60,RL,14000,Pave,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,1201.0,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306,954,0,2260,1.0,0.0,2,1,3,1,Gd,7,Typ,0,2.0,533.0,Y,296,44,0,0,0,0,0,4,2010,WD ,Normal,328000
905109170,20,RL,20062,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,CBlock,1092.0,0.0,328.0,1420.0,GasA,Gd,Y,SBrkr,1483,0,0,1483,1.0,0.0,1,1,1,1,TA,4,Typ,2,2.0,690.0,Y,496,0,0,0,0,0,0,4,2010,WD ,Normal,270000
905201030,30,RL,9259,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0.0,0.0,660.0,660.0,GasA,TA,N,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,TA,4,Typ,0,2.0,440.0,N,80,0,0,0,0,0,0,6,2010,WD ,Normal,85000
905202090,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,TA,TA,CBlock,442.0,0.0,625.0,1067.0,GasA,TA,Y,SBrkr,1067,0,0,1067,0.0,0.0,2,0,2,1,Gd,4,Min2,0,2.0,436.0,Y,290,0,0,0,0,0,0,2,2010,WD ,Normal,128000
905325030,40,RL,23595,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,Gd,TA,PConc,1258.0,0.0,74.0,1332.0,GasA,TA,Y,SBrkr,1332,192,0,1524,2.0,0.0,0,1,0,1,Gd,4,Typ,1,2.0,586.0,Y,268,0,0,0,0,0,0,4,2010,WD ,Normal,260000
905352140,60,RL,17082,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,964.0,0.0,153.0,1117.0,GasA,Ex,Y,SBrkr,1117,864,0,1981,1.0,0.0,2,1,4,1,Gd,8,Typ,1,2.0,522.0,Y,336,104,0,0,0,0,0,5,2010,WD ,Normal,230000
905378040,50,RL,18600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,288.0,684.0,0.0,972.0,GasA,TA,Y,FuseA,1052,558,0,1610,0.0,1.0,2,0,4,1,Fa,8,Typ,1,1.0,480.0,Y,0,0,60,0,0,0,450,6,2010,WD ,Normal,124000
905426060,30,RL,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,108.0,0.0,350.0,458.0,GasA,Fa,N,SBrkr,835,0,0,835,0.0,0.0,1,0,2,1,TA,5,Typ,0,1.0,366.0,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000
